"Rangkuman Posisi Terbuka"
"","Nama","Simbol","Bursa","Jenis","Jumlah","Harga Rata-Rata","Hrg Skrg","Perpanjangan Waktu","Perpanjangan Waktu (%)","Sblm.","Nilai Pasar","Komisi","Bobot","P/L Harian","P/L Harian %","P/L Bersih%","P/L Bersih","Tanggal Penghasilan Berikutnya","Bursa","Terakhir","Bid","Ask","Perpanjangan Waktu","Perpanjangan Waktu (%)","Pembukaan","Sblm.","Tertinggi","Terendah","Prb.","Prb.%","Vol.","Tanggal Penghasilan Berikutnya","Waktu","Market Cap","Pendapatan","Vol.Rata-Rata (3bln)","EPS","Rasio P/E","Beta","Dividen","Imbal Hasil","5 Menit","15 Menit","30 Menit","Per Jam","5 Jam","Harian","Mingguan","Bulanan","Harian","1 Minggu","1 Bulan","YTD","1 Tahun","3 Tahun"

"Nilai Pasar","$0,00"
"P/L Terbuka","$0,00 / 0,00%"
"P/L Harian","$2.627.541.973.817,49 / 0,03%"
"P/L Total","$13.141.571.950.618,89"


"Posisi Terbuka"
"","Nama","Simbol","Bursa","Tgl Buka","Jenis","Jumlah","Harga Pembukaan","Hrg Skrg","Perpanjangan Waktu","Perpanjangan Waktu (%)","Sblm.","Nilai Pasar","Komisi","P/L Bersih%","Bobot","P/L Harian","P/L Harian %","P/L Bersih","Tanggal Penghasilan Berikutnya"


"Posisi Tertutup"
"","Nama","Simbol","Bursa","Tanggal Pembukaan","Jenis","Jumlah","Harga Pembukaan","Tanggal Penutupan","Harga Penutupan","Untung%","P/L Bersih"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","100000.00000000","55.631,0","03/24/2021","55.619,0","0,02%","$1.200.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000.00000000","55.153,8","03/24/2021","55.608,1","0,82%","$454.299.997,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","10000000.00000000","55.667,0","03/24/2021","55.631,0","0,06%","$360.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000.00000000","55.438,1","03/24/2021","55.689,5","0,45%","$251.399.999,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","55.466,6","03/24/2021","55.700,2","0,42%","$233.599.999.997,00"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","Beli","100000000.00000000","55.461,0","03/24/2021","55.723,3","47,29%","$26.229.999.999,99"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","Beli","10000000.00000000","55.443,8","03/24/2021","55.684,7","43,45%","$2.409.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000000.00000000","811.011.000","03/24/2021","818.344.000","-90,42%","-$508.176.900,01"
"","BTC/USD","BTC/USD","Bitfinex","03/23/2021","Beli","10000000.00000000","55.177,0","03/24/2021","55.686,0","92,25%","$5.090.000.000,00"
"","ETH/RUB","ETH/RUB","Exmo","03/23/2021","Jual","100000000.00000000","126.355,0","03/24/2021","126.662,3","-0,24%","-$404.099.500,00"
"","ETH/USD","ETH/USD","Binance","03/23/2021","Jual","150000000.00000000","1.709,48","03/24/2021","1.715,90","-0,38%","-$963.000.000,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Jual","1000000.00000000","32,2171","03/23/2021","32,1389","24,27%","$135.034.196,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Beli","500000000.00000000","31,9512","03/23/2021","31,8893","-77,49%","-$53.483.463.635,75"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","90000000.00000000","55.041,4","03/23/2021","54.940,8","-0,18%","-$9.054.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","10000000.00000000","55.041,4","03/23/2021","54.933,1","-0,20%","-$1.083.000.000,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","Jual","1000000000.00000000","40.018,2","03/23/2021","39.978,3","0,10%","$55.002.099.586,45"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Beli","200000000.00000000","31,9258","03/23/2021","31,8662","-18,67%","-$20.603.481.600,53"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Jual","1000000000.00000000","815.829.492","03/23/2021","815.430.313","0,05%","$276.830.639,93"
"","BTC/EUR","BTC/EUR","Kraken","03/23/2021","Jual","1000000.00000000","46.542,1","03/23/2021","46.477,7","13,84%","$76.455.699,95"
"","Bitcoin AUD Index","BTC/AUD","Investing.com","03/23/2021","Beli","1000000000.00000000","72.041,4","03/23/2021","72.248,2","0,29%","$158.677.599.693,08"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000000.00000000","810.557.000","03/23/2021","810.557.000","0,00%","-$0,40"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","100000000.00000000","55.160,6","03/23/2021","55.165,0","-0,01%","-$440.000.040,00"
"","EUR/IDR","EUR/IDR","FX","03/23/2021","Beli","1000000000.00000000","17.100,5","03/23/2021","17.092,6","-0,46%","-$5.473,91"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000000.00000000","816.890.000","03/23/2021","812.500.000","53,74%","$304.095.299,93"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","55.377,0","03/23/2021","55.097,2","-0,51%","-$279.800.000.040,00"
"","US 30 Berjangka","1YMc1","","03/23/2021","Beli","1000000000.00000000","32.548,5","03/23/2021","32.541,0","-0,02%","-$75.000.000.006,00"
"","RUB/IDR","RUB/IDR","FX","03/23/2021","Jual","1000000000.00000000","189,57","03/23/2021","189,50","14,77%","$48,52"
"","IDR/EUR","IDR/EUR","FX","03/23/2021","Jual","1000000000.00000000","0,00006","03/23/2021","0,00006","0,00%","$0,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","808.040.074","03/23/2021","815.886.857","0,97%","$5.439.389.979,93"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","807.579.009","03/23/2021","814.299.911","0,83%","$4.658.929.269,93"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","Beli","1000000000.00000000","5.920.433","03/23/2021","6.004.016","1,41%","$769.674.055.990,79"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","Beli","1000000000.00000000","5.927.616","03/23/2021","5.944.860","0,29%","$158.791.373.988,95"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.510,2","03/23/2021","54.693,8","-0,34%","-$183.600.000.200,01"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.517,5","03/23/2021","54.688,3","-0,31%","-$170.800.000.200,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.570,3","03/23/2021","54.601,6","-0,06%","-$31.300.000.200,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.552,4","03/23/2021","54.486,0","0,12%","$66.399.999.600,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000000.00000000","808.000.000","03/23/2021","808.994.000","-49,21%","-$687.848.000,10"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000.00000000","54.579,9","03/23/2021","54.476,1","0,19%","$103.799.960,00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/23/2021","Jual","1000000000.00000000","4.053.451","03/23/2021","4.038.905","0,36%","$191.279.899.996,05"
"","BTC/EUR","BTC/EUR","Binance","03/23/2021","Jual","1000000.00000000","45.808,9","03/23/2021","46.056,4","-5,40%","-$294.327.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000.00000000","54.307,9","03/23/2021","54.632,8","-0,60%","-$324.900.001,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","809.006.596","03/23/2021","809.036.220","0,00%","$20.508.699,93"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","100000000.00000000","808.972.994","03/23/2021","809.006.596","0,00%","$2.321.226,00"
"","BTC/EUR","BTC/EUR","Binance","03/23/2021","Jual","1000000.00000000","45.813,2","03/23/2021","46.077,8","-14,44%","-$314.821.080,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","Jual","1000000.00000000","39.550,0","03/23/2021","39.776,3","-57,22%","-$311.909.290,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000.00000000","54.580,5","03/23/2021","54.571,3","0,02%","$9.199.998,00"
"","Emas","GCJ1","ICE","03/23/2021","Beli","1000000.00000000","1.737,20","03/23/2021","1.738,25","0,06%","$104.999.997,00"
"","Emas","GCJ1","ICE","03/23/2021","Beli","1000000.00000000","1.737,10","03/23/2021","1.737,85","0,04%","$74.999.997,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000.00000000","805.999.000","03/23/2021","806.000.000","-0,01%","-$69,22"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","805.800.000","03/23/2021","805.800.000","0,00%","-$0,01"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","807.886.965","03/23/2021","808.241.096","0,04%","$245.306.540,00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","03/23/2021","Jual","1000000.00000000","45.844,2","03/23/2021","45.793,7","11,02%","$60.069.700,00"
"","XAU/IDR","XAU/IDR","FX","03/23/2021","Beli","1000000.00000000","250.619,93","03/23/2021","250.491,42","-1,28%","-$89,24"
"","IDR/USD","IDR/USD","FX","03/23/2021","Jual","100000000.00000000","0,00006943","03/23/2021","0,00006944","-0,14%","-$0,01"
"","ETH/XAU","ETH/XAU","Synthetic","03/23/2021","Jual","1000000.00000000","0,95586","03/23/2021","0,95845","-27,10%","-$4.501.109,20"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","Jual","1000000000.00000000","38.894,3","03/23/2021","38.706,4","0,48%","$259.922.098.616,70"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Jual","1000000000.00000000","797.974.650","03/23/2021","798.388.163","-0,05%","-$286.978.022,00"
"","Bitcoin Cash SV IDR Index","BCHSV/IDR","Investing.com","03/23/2021","Jual","1000000000.00000000","3.169.000","03/23/2021","3.163.000","0,19%","$4.164.600,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000000.00000000","797.964.000","03/23/2021","794.500.000","43,41%","$2.404.362.399,99"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","53.665,9","03/23/2021","53.604,9","0,11%","$60.999.998.800,00"
"","Bitcoin Cash SV IDR Index","BCHSV/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","3.140.000","03/23/2021","3.169.000","0,92%","$20.073.799,99"
"","BCHSV/IDR","BCHSV/IDR","Indodax","03/23/2021","Jual","1000000000.00000000","3.140.000","03/23/2021","3.169.000","-0,92%","-$20.073.800,01"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","801.852.000","03/23/2021","794.499.000","91,70%","$5.103.717,30"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","805.260.465","03/23/2021","797.878.585","-0,92%","-$5.123.024.720,07"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","800.000.000","03/23/2021","792.501.000","93,74%","$5.204.306,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","802.000.000","03/23/2021","792.501.000","118,44%","$6.592.306,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","802.000.000","03/23/2021","794.499.000","93,53%","$5.205.694,00"
"","Bitcoin Cash SV IDR Index","BCHSV/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","3.115.000","03/23/2021","3.147.000","1,03%","$22.214.400,00"
"","USD/IDR","USD/IDR","FX","03/23/2021","Jual","100000000.00000000","14.425,0","03/23/2021","14.420,0","3,47%","$347,00"
"","USD/IDR","USD/IDR","FX","03/23/2021","Jual","1000000000.00000000","14.417,5","03/23/2021","14.425,0","-5,20%","-$5.206,50"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","801.852.000","03/23/2021","796.760.000","63,50%","$3.534.866,40"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","10000000.00000000","800.000.000","03/23/2021","796.760.000","40,50%","$22.492.080,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","801.852.000","03/23/2021","796.760.000","63,50%","$3.534.866,40"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","10000000.00000000","800.000.000","03/23/2021","796.760.000","40,50%","$22.492.080,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000.00000000","53.643,1","03/23/2021","53.384,6","0,48%","$258.499.999,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000000.00000000","799.900.000","03/23/2021","794.000.000","73,76%","$409.577.999,93"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000.00000000","812.989.000","03/23/2021","802.000.000","135,17%","$7.627.464,90"
"","IDR/USD","IDR/USD","FX","03/23/2021","Jual","1000000000.00000000","0,00006937","03/23/2021","0,00006947","-0,14%","-$1,00"
"","EUR/IDR","EUR/IDR","FX","03/23/2021","Jual","1000000000.00000000","17.192,1","03/23/2021","17.190,3","1,05%","$1.250,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.467,7","03/23/2021","54.557,5","0,16%","$89.799.999.999,00"
"","BTC/EUR","BTC/EUR","Kraken","03/23/2021","Jual","1000000000.00000000","45.780,0","03/23/2021","45.855,0","-0,16%","-$89.460.000.000,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","Jual","10000000.00000000","39.568,8","03/23/2021","39.494,1","0,19%","$1.034.296.000,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/23/2021","Jual","200000000.00000000","45.879,9","03/23/2021","45.821,2","0,13%","$14.003.480.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000000.00000000","813.375.000","03/23/2021","812.000.000","16,90%","$955.349.999,99"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","200000000.00000000","54.507,9","03/23/2021","54.600,1","-0,17%","-$18.440.000.000,00"
"","BTC/EUR","BTC/EUR","BitStamp","03/23/2021","Jual","100000000.00000000","45.780,6","03/23/2021","45.862,8","-0,18%","-$9.804.816.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","4000000000.00000000","817.869.899","03/23/2021","815.387.902","-0,30%","-$6.892.009.269,63"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/23/2021","Jual","100000000.00000000","45.976,7","03/23/2021","45.949,7","0,06%","$3.220.019.988,07"
"","BTC/EUR","BTC/EUR","Coinbase Pro","03/23/2021","Jual","2000000.00000000","45.908,9","03/23/2021","45.847,6","0,13%","$146.200.600,00"
"","BTC/EUR","BTC/EUR","Kraken","03/23/2021","Jual","1000000000.00000000","45.844,5","03/23/2021","45.780,0","0,14%","$76.922.700.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.622,2","03/23/2021","54.473,0","0,27%","$149.199.999.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.922,0","03/23/2021","54.660,4","0,48%","$261.599.999.900,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.922,0","03/23/2021","54.695,4","0,41%","$226.599.999.900,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","2000000000.00000000","54.864,2","03/23/2021","54.692,9","0,31%","$342.599.999.799,99"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000.00000000","54.954,6","03/23/2021","54.919,8","0,06%","$34.799.999,00"
"","BTC/USD","BTC/USD","Bitfinex","03/23/2021","Jual","1000000.00000000","54.957,0","03/23/2021","54.910,7","0,08%","$46.300.000,00"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","Jual","1000000.00000000","55.024,5","03/23/2021","54.962,5","0,11%","$62.000.000,00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/23/2021","Beli","1000000000.00000000","4.038.508","03/23/2021","4.029.205","-0,23%","-$124.195.050.013,35"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","3000000000.00000000","819.282.727","03/23/2021","819.283.653","0,00%","$1.926.809,93"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.868,5","03/23/2021","54.892,8","-0,04%","-$24.300.000.100,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","Jual","2000000000.00000000","39.855,4","03/23/2021","39.804,2","0,13%","$141.731.799.861,59"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","3000000000.00000000","819.300.000","03/23/2021","819.299.000","0,00%","$2.080.800,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","Jual","1000000000.00000000","39.850,0","03/23/2021","39.854,7","-0,01%","-$6.504.330.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","3000000000.00000000","55.047,2","03/23/2021","55.006,6","0,07%","$121.800.000.000,00"
"","IDR/JPY","IDR/JPY","FX","03/23/2021","Beli","1000000000.00000000","0,7556","03/23/2021","0,7541","-198,52%","-$137,93"
"","IDR/USD","IDR/USD","FX","03/23/2021","Beli","1000000000.00000000","0,00006934","03/23/2021","0,00006937","4,33%","$0,30"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","819.482.525","03/23/2021","818.435.404","-0,13%","-$726.283.125,67"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","Beli","1000000000.00000000","39.850,0","03/23/2021","39.832,5","-4,39%","-$24.214.750.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.934,3","03/23/2021","54.917,6","0,03%","$16.699.999.900,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.561,7","03/23/2021","54.925,1","-0,67%","-$363.400.000.000,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/23/2021","Jual","1000000000.00000000","46.066,0","03/23/2021","46.171,9","-0,23%","-$126.275.161.192,40"
"","BTC/EUR","BTC/EUR","Coinbase Pro","03/23/2021","Jual","1000000000.00000000","46.132,5","03/23/2021","46.097,4","7,61%","$41.853.199.999,93"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.909,5","03/23/2021","54.827,1","0,15%","$82.399.999.000,00"
"","EUR/IDR","EUR/IDR","FX","03/23/2021","Beli","1000000000.00000000","17.179,9","03/23/2021","17.186,2","3,67%","$4.370,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.911,5","03/23/2021","54.957,9","0,08%","$46.400.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","817.812.513","03/23/2021","818.720.569","0,11%","$629.827.639,93"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","817.811.556","03/23/2021","818.719.609","0,11%","$629.825.559,93"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/23/2021","Jual","1000000000.00000000","46.108,0","03/23/2021","46.103,2","0,01%","$5.726.398.807,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.934,3","03/23/2021","54.852,6","0,15%","$81.699.999.900,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/23/2021","Jual","1000000000.00000000","46.182,6","03/23/2021","46.142,1","0,09%","$48.320.599.988,07"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.947,7","03/23/2021","54.916,2","0,06%","$31.499.999.900,00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","1000000000.00000000","819.002.000","03/23/2021","819.001.000","0,01%","$693.499,93"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Jual","1000000.00000000","31,3968","03/23/2021","31,7257","-104,76%","-$569.894.966,31"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Jual","1000000000.00000000","31,3926","03/23/2021","31,7257","-106,11%","-$577.185.687.006,93"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Jual","1000000000.00000000","31,7499","03/23/2021","31,7061","13,80%","$75.906.275.306,79"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","Jual","1000000000.00000000","31,7545","03/23/2021","31,7061","3,81%","$83.878.167.306,79"
"","USD/IDR","USD/IDR","FX","03/23/2021","Jual","1000000000.00000000","14.402,5","03/23/2021","14.400,0","17,36%","$1.730,00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/23/2021","Beli","1000000000.00000000","4.028.808","03/23/2021","4.038.508","0,24%","$129.494.999.998,66"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","814.320.167","03/23/2021","819.471.452","0,63%","$3.571.901.020,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","Jual","1000000000.00000000","39.987,4","03/23/2021","39.953,3","4,26%","$47.214.899.999,93"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","Jual","1000000000.00000000","39.990,0","03/23/2021","39.967,5","5,63%","$31.148.999.999,93"
"","USD/CAD","USD/CAD","FX","03/23/2021","Beli","1000000000.00000000","1,2528","03/23/2021","1,2532","3,19%","$319.239,99"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","815.190.708","03/23/2021","819.451.107","0,52%","$2.954.586.709,99"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","Beli","1000000000.00000000","815.543.672","03/23/2021","819.451.107","0,48%","$2.709.415.429,99"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.603,0","03/23/2021","54.653,7","0,09%","$50.699.999.990,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.602,7","03/23/2021","54.654,2","0,09%","$51.499.999.990,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.602,7","03/23/2021","54.617,7","0,03%","$14.999.999.990,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/23/2021","Jual","1000000000.00000000","65.223.651","03/23/2021","65.208.608","0,02%","$13.343.140.999,11"
"","BTC/KRW","BTC/KRW","Bithumb","03/23/2021","Jual","1000000000.00000000","65.169.000","03/23/2021","65.137.000","4,91%","$28.383.999.999,31"
"","BTC/ETH","BTC/ETH","Synthetic","03/23/2021","Beli","1000000.00000000","32,30","03/23/2021","32,28","-6,19%","-$33.835.600,07"
"","Dow Jones",".DJI","NYSE","03/23/2021","Beli","1000000000.00000000","32.731,20","03/23/2021","32.731,20","-0,00%","-$10,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","54.579,9","03/23/2021","54.563,4","-0,03%","-$16.500.000.010,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","Jual","1000000000.00000000","5.954.374","03/23/2021","5.949.911","0,07%","$41.006.043.990,81"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Jual","1000000000.00000000","54.670,1","03/23/2021","54.576,2","0,17%","$93.899.999.990,00"
"","USD/IDR","USD/IDR","FX","03/22/2021","Jual","1000000000.00000000","14.402,5","03/22/2021","14.402,5","0,00%","$0,00"
"","USD/GBP","USD/GBP","FX","03/22/2021","Beli","1000000000.00000000","0,7224","03/22/2021","0,7220","-5,54%","-$553.960,01"
"","USD/BTC","USD/BTC","Synthetic","03/22/2021","Jual","10000.00000000","0,00001753","03/22/2021","0,00001749","22,82%","$21,90"
"","ETH/GBP","ETH/GBP","Kraken","03/22/2021","Jual","100000000.00000000","1.289,97","03/22/2021","1.294,64","-36,20%","-$646.468.100,00"
"","IDR/EUR","IDR/EUR","FX","03/22/2021","Jual","1000000.00000000","0,00006","03/22/2021","0,00006","0,00%","-$0,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","1000000.00000000","840.492.364","03/22/2021","840.332.974","-0,02%","-$110.744,17"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","200000000.00000000","839.642.882","03/22/2021","840.332.974","0,08%","$95.895.183,99"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","1000000.00000000","57.150,0","03/22/2021","57.002,0","-25,90%","-$148.000.000,07"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","35.00000000","57.138,0","03/22/2021","57.138,0","0,00%","-$0,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","50.00000000","57.139,0","03/22/2021","57.093,0","-8,05%","-$2.300,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","20.00000000","57.115,0","03/22/2021","57.092,0","-4,03%","-$460,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Beli","20.00000000","57.043,8","03/22/2021","57.097,6","0,09%","$1.071,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","10.00000000","57.054,0","03/22/2021","57.103,0","8,59%","$490,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Beli","20.00000000","57.021,0","03/22/2021","57.103,0","14,38%","$1.640,00"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","10000.00000000","835.621.000","03/22/2021","835.631.000","-0,12%","-$69,50"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Beli","10000.00000000","57.092,6","03/22/2021","57.181,5","0,16%","$888.910,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","1000000.00000000","56.830,2","03/22/2021","56.976,0","-0,26%","-$145.800.010,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","400000000.00000000","839.078.132","03/22/2021","840.291.000","0,14%","$337.128.788,00"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","1000000.00000000","835.992.000","03/22/2021","835.621.000","4,44%","$257.807,90"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","100000.00000000","835.601.000","03/22/2021","835.992.000","-9,36%","-$27.170,59"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","100000.00000000","837.400.000","03/22/2021","835.992.000","16,81%","$97.841,92"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","32,7976","03/22/2021","32,8480","-153,67%","-$87.526.158,95"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","64000.00000000","837.400.000","03/22/2021","835.992.000","16,81%","$62.618,83"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","100000.00000000","836.944.000","03/22/2021","836.889.000","0,66%","$3.821,95"
"","IDR/EUR","IDR/EUR","FX","03/22/2021","Jual","10000000.00000000","0,00006","03/22/2021","0,00006","0,00%","-$0,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","57.172,2","03/22/2021","56.987,8","0,32%","$18.439.990,00"
