"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Exchange","Last","Bid","Ask","Extended Hours","Extended Hours (%)","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"

"Market Value","Rp0.00"
"Open P/L","Rp0.00 / 0.00%"
"Daily P/L","-Rp24,378,057,691,051,224.00 / -2.17%"
"Total P/L","Rp486,042,708,418,353,024.00"


"Open Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Net P/L%","Weight","Daily P/L","Daily P/L%","Net P/L","Next Earnings Date"


"Closed Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Close Date","Close Price","Gain%","Net P/L"
"","Gold","GCM1","ICE","04/22/2021","SELL","1000000.00000000","1,783.75","04/22/2021","1,782.05","0.10%","Rp24,647,450,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/22/2021","SELL","10000000.00000000","828,040,202","04/22/2021","819,939,423","0.98%","Rp81,007,790,000,000.00"
"","FTSE MIB Futures","IFSc1","Borsa Italiana","04/22/2021","SELL","10000000.00000000","24,075.00","04/22/2021","24,062.50","0.05%","Rp10,940,500,000,000.00"
"","FTSE MIB Futures","IFSc1","Borsa Italiana","04/22/2021","SELL","10000000.00000000","24,080.00","04/22/2021","24,062.50","0.07%","Rp15,316,700,000,000.00"
"","BRL/ARS","BRL/ARS","FX","04/22/2021","BUY","1000000000.00000000","16.9522","04/22/2021","16.9599","0.45%","Rp1,196,118,000.00"
"","BCH/USD","BCH/USD","Huobi","04/22/2021","BUY","1000000000.00000000","938.28","04/22/2021","939.57","3.44%","Rp18,703,065,000,001.45"
"","BTC/XAU","BTC/XAU","Synthetic","04/22/2021","BUY","100000000.00000000","30.5315","04/22/2021","30.5662","2.84%","Rp891,220,468,900.00"
"","USD/EUR","USD/EUR","FX","04/22/2021","BUY","1000000000.00000000","0.8300","04/22/2021","0.8314","1.69%","Rp24,506,719,995.62"
"","XAU/GBP","XAU/GBP","FX","04/22/2021","BUY","100000.00000000","1,288.84","04/22/2021","1,290.93","16.22%","Rp4,205,602,500.00"
"","EUR/GBP","EUR/GBP","FX","04/22/2021","BUY","1000000000.00000000","0.8686","04/22/2021","0.8686","0.00%","Rp0.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/22/2021","SELL","100000.00000000","832,440,514","04/22/2021","828,041,115","0.53%","Rp439,939,900,000.00"
"","USDT/USD","USDT/USD","Bitfinex","04/22/2021","BUY","1000000000.00000000","1.0001","04/22/2021","1.0004","0.75%","Rp4,349,550,000.00"
"","GBP/ARS","GBP/ARS","FX","04/22/2021","BUY","1000000000.00000000","128.9142","04/22/2021","128.8972","-0.13%","-Rp2,640,780,000.00"
"","BRL/ARS","BRL/ARS","FX","04/22/2021","BUY","1000000000.00000000","16.9515","04/22/2021","16.9395","-0.71%","-Rp1,864,080,000.00"
"","GBP/EUR","GBP/EUR","FX","04/22/2021","BUY","1000000000.00000000","1.1514","04/22/2021","1.1514","0.00%","Rp0.00"
"","EUR/ARS","EUR/ARS","FX","04/22/2021","BUY","1000000000.00000000","111.9912","04/22/2021","111.9380","-0.48%","-Rp8,264,088,000.00"
"","XAU/GBP","XAU/GBP","FX","04/22/2021","BUY","100000000.00000000","1,288.89","04/22/2021","1,290.52","0.13%","Rp3,279,967,499,999.80"
"","USDT/USD","USDT/USD","Kraken","04/22/2021","BUY","10000.00000000","1.0006","04/22/2021","1.0005","-0.01%","-Rp14,498.50"
"","EUR/ARS","EUR/ARS","FX","04/22/2021","BUY","1000000000.00000000","111.9865","04/22/2021","111.9799","-0.06%","-Rp1,025,244,000.00"
"","EUR/GBP","EUR/GBP","FX","04/22/2021","BUY","1000000000.00000000","0.8687","04/22/2021","0.8683","-0.46%","-Rp8,049,000,000.00"
"","EUR/USD","EUR/USD","FX","04/22/2021","BUY","1000000000.00000000","1.2047","04/22/2021","1.2030","-1.41%","-Rp24,647,450,000.00"
"","Ethereum","ETH/USD","Investing.com","04/22/2021","BUY","10000000.00000000","2,568.07","04/22/2021","2,562.92","-0.20%","-Rp746,672,750,000.01"
"","Bitcoin","BTC/USD","Investing.com","04/22/2021","BUY","1000000.00000000","54,886.8","04/22/2021","54,806.4","-0.15%","-Rp1,165,679,400,000.00"
"","ETH/USD","ETH/USD","Bitfinex","04/22/2021","BUY","100000000.00000000","2,565.90","04/22/2021","2,578.50","0.49%","Rp18,268,110,000,000.00"
"","XAU/EUR","XAU/EUR","FX","04/22/2021","BUY","1000000000.00000000","1,481.27","04/22/2021","1,482.87","21.60%","Rp28,007,679,999,998.25"
"","Dow Jones",".DJI","NYSE","04/22/2021","SELL","1000000.00000000","34,137.31","04/22/2021","34,057.24","0.23%","Rp1,160,894,895,000.00"

"Closed P/L","Rp486,042,708,418,353,024.00"


